target,prime,rt,key,participant,primetype,relationtype,primert,paikka
ВЕРИТЬ,поверить,1.03429,j,huoletonL2,related,derivation,der,netti
СТРОИТЬ,построить,0.78447,j,huoletonL2,related,derivation,der,netti
БРОСИТЬ,бросил,0.689145,j,huoletonL2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.767205,j,huoletonL2,related,inflection,inf,netti
НАЧАТЬ,начал,0.83241,j,huoletonL2,related,inflection,inf,netti
ПИСАТЬ,писал,0.60425,j,huoletonL2,related,inflection,inf,netti
РЕШИТЬ,решил,0.67072,j,huoletonL2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,0.684075,j,huoletonL2,related,inflection,inf,netti
ПОМНИТЬ,помнил,0.618395,j,huoletonL2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.65707,j,huoletonL2,related,inflection,inf,netti
СНИМАТЬ,снимал,0.737085,j,huoletonL2,related,inflection,inf,netti
СИДЕТЬ,посидеть,0.68968,j,Konona_L2,related,derivation,der,netti
ГОВОРИТЬ,поговорить,0.717355,j,Konona_L2,related,derivation,der,netti
ДЕРЖАТЬ,подержать,0.668235,j,Konona_L2,related,derivation,der,netti
ВЕРИТЬ,поверить,1.07484,j,Konona_L2,related,derivation,der,netti
СТРОИТЬ,построить,0.84498,j,Konona_L2,related,derivation,der,netti
БРОСИТЬ,бросил,0.67226,j,Konona_L2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.79425,j,Konona_L2,related,inflection,inf,netti
НАЧАТЬ,начал,1.216255,j,Konona_L2,related,inflection,inf,netti
ПИСАТЬ,писал,0.64135,j,Konona_L2,related,inflection,inf,netti
РЕШИТЬ,решил,0.645875,j,Konona_L2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,1.017,j,Konona_L2,related,inflection,inf,netti
ПОМНИТЬ,помнил,1.57678,j,Konona_L2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.7278,j,Konona_L2,related,inflection,inf,netti
ОЖИДАТЬ,ожидал,0.959245,j,Konona_L2,related,inflection,inf,netti
СНИМАТЬ,снимал,1.55024,j,Konona_L2,related,inflection,inf,netti
СИДЕТЬ,посидеть,0.519865,j,lapaL2,related,derivation,der,netti
ГОВОРИТЬ,поговорить,0.561905,j,lapaL2,related,derivation,der,netti
ДЕРЖАТЬ,подержать,0.568835,j,lapaL2,related,derivation,der,netti
ВЕРИТЬ,поверить,0.676485,j,lapaL2,related,derivation,der,netti
СТРОИТЬ,построить,0.55944,j,lapaL2,related,derivation,der,netti
БРОСИТЬ,бросил,0.633755,j,lapaL2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.750235,j,lapaL2,related,inflection,inf,netti
НАЧАТЬ,начал,0.637195,j,lapaL2,related,inflection,inf,netti
ПИСАТЬ,писал,0.567085,j,lapaL2,related,inflection,inf,netti
РЕШИТЬ,решил,0.609905,j,lapaL2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,0.63778,j,lapaL2,related,inflection,inf,netti
ПОМНИТЬ,помнил,0.525655,j,lapaL2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.544925,j,lapaL2,related,inflection,inf,netti
СНИМАТЬ,снимал,0.858425,j,lapaL2,related,inflection,inf,netti
СИДЕТЬ,посидеть,0.718,j,Laura L2,related,derivation,der,netti
ГОВОРИТЬ,поговорить,0.877,j,Laura L2,related,derivation,der,netti
ДЕРЖАТЬ,подержать,0.781,j,Laura L2,related,derivation,der,netti
ВЕРИТЬ,поверить,0.627,j,Laura L2,related,derivation,der,netti
СТРОИТЬ,построить,0.935,j,Laura L2,related,derivation,der,netti
БРОСИТЬ,бросил,0.698,j,Laura L2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.745,j,Laura L2,related,inflection,inf,netti
НАЧАТЬ,начал,0.612,j,Laura L2,related,inflection,inf,netti
ПИСАТЬ,писал,1.674,j,Laura L2,related,inflection,inf,netti
РЕШИТЬ,решил,0.528,j,Laura L2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,0.756,j,Laura L2,related,inflection,inf,netti
ПОМНИТЬ,помнил,2.102,j,Laura L2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.787,j,Laura L2,related,inflection,inf,netti
ОЖИДАТЬ,ожидал,1.498,j,Laura L2,related,inflection,inf,netti
СНИМАТЬ,снимал,0.862,j,Laura L2,related,inflection,inf,netti
СИДЕТЬ,посидеть,0.577,j,Maatuska_L2,related,derivation,der,netti
ГОВОРИТЬ,поговорить,0.649,j,Maatuska_L2,related,derivation,der,netti
ДЕРЖАТЬ,подержать,0.674,j,Maatuska_L2,related,derivation,der,netti
ВЕРИТЬ,поверить,0.898,j,Maatuska_L2,related,derivation,der,netti
СТРОИТЬ,построить,0.581,j,Maatuska_L2,related,derivation,der,netti
БРОСИТЬ,бросил,0.605,j,Maatuska_L2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.605,j,Maatuska_L2,related,inflection,inf,netti
НАЧАТЬ,начал,0.534,j,Maatuska_L2,related,inflection,inf,netti
ПИСАТЬ,писал,0.592,j,Maatuska_L2,related,inflection,inf,netti
РЕШИТЬ,решил,0.573,j,Maatuska_L2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,0.625,j,Maatuska_L2,related,inflection,inf,netti
ПОМНИТЬ,помнил,0.448,j,Maatuska_L2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.827,j,Maatuska_L2,related,inflection,inf,netti
СНИМАТЬ,снимал,0.745,j,Maatuska_L2,related,inflection,inf,netti
СИДЕТЬ,посидеть,0.5007,j,Nimijamerkki_L2,related,derivation,der,netti
ГОВОРИТЬ,поговорить,0.61697,j,Nimijamerkki_L2,related,derivation,der,netti
ДЕРЖАТЬ,подержать,0.64046,j,Nimijamerkki_L2,related,derivation,der,netti
ВЕРИТЬ,поверить,0.6074,j,Nimijamerkki_L2,related,derivation,der,netti
СТРОИТЬ,построить,0.888985,j,Nimijamerkki_L2,related,derivation,der,netti
БРОСИТЬ,бросил,0.634165,j,Nimijamerkki_L2,related,inflection,inf,netti
ПОНЯТЬ,понял,0.63391,j,Nimijamerkki_L2,related,inflection,inf,netti
НАЧАТЬ,начал,0.51697,j,Nimijamerkki_L2,related,inflection,inf,netti
ПИСАТЬ,писал,0.621105,j,Nimijamerkki_L2,related,inflection,inf,netti
РЕШИТЬ,решил,0.55877,j,Nimijamerkki_L2,related,inflection,inf,netti
СЛЫШАТЬ,слышал,0.605695,j,Nimijamerkki_L2,related,inflection,inf,netti
ПОМНИТЬ,помнил,0.53712,j,Nimijamerkki_L2,related,inflection,inf,netti
УЗНАТЬ,узнал,0.62055,j,Nimijamerkki_L2,related,inflection,inf,netti
ОЖИДАТЬ,ожидал,0.775765,j,Nimijamerkki_L2,related,inflection,inf,netti
СНИМАТЬ,снимал,0.683115,j,Nimijamerkki_L2,related,inflection,inf,netti
СИДЕТЬ,первый,0.637,j,belka,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.681,j,belka,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.635,j,belka,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.733,j,belka,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.635,j,belka,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.88,j,belka,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.795,j,belka,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,1.098,j,belka,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.747,j,belka,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.782,j,belka,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.683,j,belka,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.717,j,belka,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.663,j,belka,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.714,j,belka,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.713,j,belka,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.682,j,belka,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.52052,j,ellada,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.567705,j,ellada,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.588665,j,ellada,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.542505,j,ellada,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.605775,j,ellada,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.579,j,ellada,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.802,j,ellada,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,1.30184,j,ellada,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.73557,j,ellada,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.852305,j,ellada,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.74458,j,ellada,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.655425,j,ellada,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.6525,j,ellada,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.64255,j,ellada,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.818585,j,ellada,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.87557,j,ellada,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.592465,j,Hannuska,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.63972,j,Hannuska,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.821905,j,Hannuska,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.714015,j,Hannuska,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.630535,j,Hannuska,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.83901,j,Hannuska,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.57908,j,Hannuska,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.600095,j,Hannuska,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.518925,j,Hannuska,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.57308,j,Hannuska,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.580685,j,Hannuska,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,1.069945,j,Hannuska,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.764335,j,Hannuska,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.77531,j,Hannuska,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.98288,j,Hannuska,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.63343,j,Hannuska,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.55756,j,Johonu_L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.61363,j,Johonu_L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.56545,j,Johonu_L2,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.565805,j,Johonu_L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.590355,j,Johonu_L2,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.663915,j,Johonu_L2,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.542755,j,Johonu_L2,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.54227,j,Johonu_L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.74712,j,Johonu_L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.655675,j,Johonu_L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.54328,j,Johonu_L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.53914,j,Johonu_L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.52631,j,Johonu_L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.58023,j,Johonu_L2,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.588665,j,Johonu_L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.515195,j,Johonu_L2,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.533755,j,kotitonttu,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.767445,j,kotitonttu,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.6225,j,kotitonttu,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.58352,j,kotitonttu,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.55005,j,kotitonttu,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.615385,j,kotitonttu,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.6018,j,kotitonttu,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.51167,j,kotitonttu,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.479155,j,kotitonttu,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.58491,j,kotitonttu,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.56168,j,kotitonttu,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.662585,j,kotitonttu,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.544965,j,kotitonttu,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.666215,j,kotitonttu,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.73877,j,kotitonttu,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.546475,j,kotitonttu,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.71775,j,miisa_L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.916535,j,miisa_L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.685015,j,miisa_L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.81565,j,miisa_L2,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.801395,j,miisa_L2,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.83386,j,miisa_L2,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.69897,j,miisa_L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.635195,j,miisa_L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.70075,j,miisa_L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.637665,j,miisa_L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.63282,j,miisa_L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.618725,j,miisa_L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.69487,j,miisa_L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.668925,j,miisa_L2,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.546045,j,svet_L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.59349,j,svet_L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.649805,j,svet_L2,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.6273,j,svet_L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.50394,j,svet_L2,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.52726,j,svet_L2,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.502215,j,svet_L2,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.492975,j,svet_L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.551255,j,svet_L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.449705,j,svet_L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.48199,j,svet_L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.574665,j,svet_L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.4954,j,svet_L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.77424,j,svet_L2,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.798755,j,svet_L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.433825,j,svet_L2,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.6,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.681,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.599,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.683,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.649,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.647,j,vastaaja_L2,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.738,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.652,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.782,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.998,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.649,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.798,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.569,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.666,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.935,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.853,j,vastaaja_L2,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.689,j,vieraana_L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.706,j,vieraana_L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.717,j,vieraana_L2,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,0.752,j,vieraana_L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,0.804,j,vieraana_L2,a_unrelated,derivation,unrel,netti
СТРОИТЬ,область,0.557,j,vieraana_L2,a_unrelated,derivation,unrel,netti
БРОСИТЬ,никакой,0.895,j,vieraana_L2,a_unrelated,inflection,unrel,netti
ПОНЯТЬ,хорошо,0.843,j,vieraana_L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.725,j,vieraana_L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.514,j,vieraana_L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.802,j,vieraana_L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.679,j,vieraana_L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.694,j,vieraana_L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.303,j,vieraana_L2,a_unrelated,inflection,unrel,netti
ОЖИДАТЬ,внимание,0.554,j,vieraana_L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.488,j,vieraana_L2,a_unrelated,inflection,unrel,netti
СИДЕТЬ,первый,0.6683,j,xyz L2,a_unrelated,derivation,unrel,netti
ДУМАТЬ,другой,0.634085,j,xyz L2,a_unrelated,derivation,unrel,netti
ГОВОРИТЬ,все-таки,0.59461,j,xyz L2,a_unrelated,derivation,unrel,netti
ДЕРЖАТЬ,работа,1.10434,j,xyz L2,a_unrelated,derivation,unrel,netti
ВЕРИТЬ,самый,1.56002,j,xyz L2,a_unrelated,derivation,unrel,netti
ПОНЯТЬ,хорошо,0.812365,j,xyz L2,a_unrelated,inflection,unrel,netti
НАЧАТЬ,всякий,0.59883,j,xyz L2,a_unrelated,inflection,unrel,netti
ПИСАТЬ,черный,0.952075,j,xyz L2,a_unrelated,inflection,unrel,netti
РЕШИТЬ,далекий,0.59998,j,xyz L2,a_unrelated,inflection,unrel,netti
СЛЫШАТЬ,история,0.740655,j,xyz L2,a_unrelated,inflection,unrel,netti
ПОМНИТЬ,власть,0.61954,j,xyz L2,a_unrelated,inflection,unrel,netti
УЗНАТЬ,тысяча,0.610035,j,xyz L2,a_unrelated,inflection,unrel,netti
СНИМАТЬ,развитие,0.691505,j,xyz L2,a_unrelated,inflection,unrel,netti
СТРАДАТЬ,машина,1.055,j,april2021,a_unrelated,derivation,unrel,netti
СМОТРЕТЬ,впрочем,0.617,j,april2021,a_unrelated,derivation,unrel,netti
СТОЯТЬ,палец,0.662,j,april2021,a_unrelated,derivation,unrel,netti
ИГРАТЬ,великий,0.695,j,april2021,a_unrelated,derivation,unrel,netti
СТАВИТЬ,очередь,0.662,j,april2021,a_unrelated,derivation,unrel,netti
СЛУШАТЬ,готовый,0.631,j,april2021,a_unrelated,derivation,unrel,netti
ПРОСИТЬ,близкий,1.246,j,april2021,a_unrelated,derivation,unrel,netti
КУРИТЬ,взгляд,0.597,j,april2021,a_unrelated,derivation,unrel,netti
СЧИТАТЬ,вторник,0.841,j,april2021,a_unrelated,derivation,unrel,netti
ЖЕЛАТЬ,принцип,0.712,j,april2021,a_unrelated,derivation,unrel,netti
ИСКАТЬ,мужчина,0.662,j,april2021,a_unrelated,derivation,unrel,netti
ТЕРЯТЬ,метод,0.615,j,april2021,a_unrelated,derivation,unrel,netti
ТРАТИТЬ,задание,0.968,j,april2021,a_unrelated,derivation,unrel,netti
ДУМАТЬ,мысль,0.599,j,april2021,a_unrelated,derivation,unrel,netti
ЛЕЖАТЬ,простой,0.844,j,april2021,a_unrelated,derivation,unrel,netti
ПЛАКАТЬ,женщина,0.701,j,april2021,a_unrelated,inflection,unrel,netti
ВЫБРАТЬ,назад,0.913,j,april2021,a_unrelated,inflection,unrel,netti
ВСТРЕЧАТЬ,крупный,0.773,j,april2021,a_unrelated,inflection,unrel,netti
КРИЧАТЬ,простой,0.664,j,april2021,a_unrelated,inflection,unrel,netti
СООБЩИТЬ,важный,0.777,j,april2021,a_unrelated,inflection,unrel,netti
БЕЖАТЬ,мальчик,0.733,j,april2021,a_unrelated,inflection,unrel,netti
УМЕТЬ,характер,0.848,j,april2021,a_unrelated,inflection,unrel,netti
ЗАБЫТЬ,структура,0.964,j,april2021,a_unrelated,inflection,unrel,netti
СТРАДАТЬ,машина,0.875855,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
СМОТРЕТЬ,впрочем,0.652505,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
СТОЯТЬ,палец,0.6177,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ИГРАТЬ,великий,0.690875,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
СТАВИТЬ,очередь,0.71778,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
СЛУШАТЬ,готовый,0.752785,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ПРОСИТЬ,близкий,0.75728,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
КУРИТЬ,взгляд,0.72532,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ЖЕЛАТЬ,принцип,0.775485,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ИСКАТЬ,мужчина,0.67813,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ТЕРЯТЬ,метод,0.69169,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ТРАТИТЬ,задание,0.74646,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ДУМАТЬ,мысль,0.65785,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ЛЕЖАТЬ,простой,0.738025,j,Branta Leucopsis,a_unrelated,derivation,unrel,netti
ПЛАКАТЬ,женщина,0.70819,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
ВЫБРАТЬ,назад,0.691825,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
ВСТРЕЧАТЬ,крупный,0.802515,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
КРИЧАТЬ,простой,0.70756,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
СООБЩИТЬ,важный,1.34153,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
УБИТЬ,часто,0.811185,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
БЕЖАТЬ,мальчик,1.03661,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
УМЕТЬ,характер,0.80456,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
ЗАБЫТЬ,структура,0.969725,j,Branta Leucopsis,a_unrelated,inflection,unrel,netti
СТРАДАТЬ,машина,0.62088,j,TP,a_unrelated,derivation,unrel,netti
СМОТРЕТЬ,впрочем,0.68368,j,TP,a_unrelated,derivation,unrel,netti
ИГРАТЬ,великий,0.467005,j,TP,a_unrelated,derivation,unrel,netti
СТАВИТЬ,очередь,0.494435,j,TP,a_unrelated,derivation,unrel,netti
СЛУШАТЬ,готовый,0.40255,j,TP,a_unrelated,derivation,unrel,netti
ПРОСИТЬ,близкий,0.552995,j,TP,a_unrelated,derivation,unrel,netti
КУРИТЬ,взгляд,0.534435,j,TP,a_unrelated,derivation,unrel,netti
ЖЕЛАТЬ,принцип,0.53339,j,TP,a_unrelated,derivation,unrel,netti
ИСКАТЬ,мужчина,0.546405,j,TP,a_unrelated,derivation,unrel,netti
ТЕРЯТЬ,метод,0.445985,j,TP,a_unrelated,derivation,unrel,netti
ТРАТИТЬ,задание,0.573865,j,TP,a_unrelated,derivation,unrel,netti
ДУМАТЬ,мысль,0.457605,j,TP,a_unrelated,derivation,unrel,netti
ЛЕЖАТЬ,простой,0.479855,j,TP,a_unrelated,derivation,unrel,netti
ВСТРЕЧАТЬ,крупный,0.6185,j,TP,a_unrelated,inflection,unrel,netti
КРИЧАТЬ,простой,0.63718,j,TP,a_unrelated,inflection,unrel,netti
СООБЩИТЬ,важный,0.541765,j,TP,a_unrelated,inflection,unrel,netti
УБИТЬ,часто,0.69547,j,TP,a_unrelated,inflection,unrel,netti
БЕЖАТЬ,мальчик,0.57692,j,TP,a_unrelated,inflection,unrel,netti
УМЕТЬ,характер,0.80081,j,TP,a_unrelated,inflection,unrel,netti
ЗАБЫТЬ,структура,0.599955,j,TP,a_unrelated,inflection,unrel,netti
СОБРАТЬ,сильный,0.528655,j,TP,a_unrelated,inflection,unrel,netti
СТРАДАТЬ,машина,0.661815,j,DEO_L2,a_unrelated,derivation,unrel,netti
СМОТРЕТЬ,впрочем,0.74878,j,DEO_L2,a_unrelated,derivation,unrel,netti
СТОЯТЬ,палец,0.683975,j,DEO_L2,a_unrelated,derivation,unrel,netti
ИГРАТЬ,великий,0.600415,j,DEO_L2,a_unrelated,derivation,unrel,netti
СТАВИТЬ,очередь,0.84493,j,DEO_L2,a_unrelated,derivation,unrel,netti
СЛУШАТЬ,готовый,0.714995,j,DEO_L2,a_unrelated,derivation,unrel,netti
ПРОСИТЬ,близкий,0.777535,j,DEO_L2,a_unrelated,derivation,unrel,netti
КУРИТЬ,взгляд,0.57316,j,DEO_L2,a_unrelated,derivation,unrel,netti
СЧИТАТЬ,вторник,0.88381,j,DEO_L2,a_unrelated,derivation,unrel,netti
ЖЕЛАТЬ,принцип,0.70045,j,DEO_L2,a_unrelated,derivation,unrel,netti
